"indicateur","libellés","villes","Unit","Date","Value"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2018M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2018M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2018M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2018M12","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M1","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Atakpamé","°C","2019M12","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2013M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M2","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M3","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2014M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M1","16"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M3","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M5","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2015M12","17"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M2","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M3","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2016M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M2","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2017M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M1","17"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M2","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2018M12","17"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2019M1","18"
